,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0,Player Link,Player ID
,Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,,
507,508,Raphaël Varane,fr FRA,DF,Manchester Utd,28,1993,22,20,1831,20.3,1,1,2,1,0,0,0,0,0.7,0.7,0.2,0.9,11,49,2,0.05,0.05,0.10,0.05,0.10,0.03,0.01,0.05,0.03,0.05,Matches,https://fbref.com/en/players/9f8e9423/Raphael-Varane,9f8e9423
508,509,Jamie Vardy,eng ENG,FW,Leicester City,34,1987,25,20,1806,20.1,15,2,17,15,0,0,2,0,10.8,10.8,1.4,12.2,37,28,112,0.75,0.10,0.85,0.75,0.85,0.54,0.07,0.61,0.54,0.61,Matches,https://fbref.com/en/players/45963054/Jamie-Vardy,45963054
509,510,Joël Veltman,nl NED,DF,Brighton,29,1992,34,33,2874,31.9,1,1,2,1,0,0,6,0,0.7,0.7,1.6,2.3,25,124,65,0.03,0.03,0.06,0.03,0.06,0.02,0.05,0.07,0.02,0.07,Matches,https://fbref.com/en/players/dad4b285/Joel-Veltman,dad4b285
510,511,Jannik Vestergaard,dk DEN,DF,Leicester City,28,1992,10,6,567,6.3,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,2,19,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches,https://fbref.com/en/players/1900032e/Jannik-Vestergaard,1900032e
511,512,Nikola Vlašić,hr CRO,"FW,MF",West Ham,23,1997,19,6,560,6.2,1,0,1,1,0,0,0,0,1.3,1.3,0.6,2.0,21,14,48,0.16,0.00,0.16,0.16,0.16,0.21,0.10,0.31,0.21,0.31,Matches,https://fbref.com/en/players/aa8e289e/Nikola-Vlasic,aa8e289e
512,513,Matěj Vydra,cz CZE,FW,Burnley,29,1992,22,5,679,7.5,2,3,5,2,0,0,1,0,2.9,2.9,0.7,3.7,2,7,43,0.27,0.40,0.66,0.27,0.66,0.39,0.10,0.49,0.39,0.49,Matches,https://fbref.com/en/players/0d4ceb32/Matej-Vydra,0d4ceb32
513,514,Theo Walcott,eng ENG,"MF,FW",Southampton,32,1989,9,5,379,4.2,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.7,3,5,19,0.00,0.00,0.00,0.00,0.00,0.15,0.01,0.16,0.15,0.16,Matches,https://fbref.com/en/players/1ecb65be/Theo-Walcott,1ecb65be
514,515,Kyle Walker,eng ENG,DF,Manchester City,31,1990,20,20,1755,19.5,0,2,2,0,0,0,1,0,0.3,0.3,1.3,1.5,43,146,65,0.00,0.10,0.10,0.00,0.10,0.01,0.06,0.08,0.01,0.08,Matches,https://fbref.com/en/players/86dd77d1/Kyle-Walker,86dd77d1
515,516,Kyle Walker-Peters,eng ENG,DF,Southampton,24,1997,32,29,2633,29.3,1,2,3,1,0,0,5,0,1.1,1.1,2.7,3.8,134,147,165,0.03,0.07,0.10,0.03,0.10,0.04,0.09,0.13,0.04,0.13,Matches,https://fbref.com/en/players/984a5a64/Kyle-Walker-Peters,984a5a64
516,517,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,23,1997,20,20,1793,19.9,0,0,0,0,0,0,2,0,0.3,0.3,0.9,1.2,55,61,90,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Matches,https://fbref.com/en/players/9e525177/Aaron-Wan-Bissaka,9e525177
517,518,Danny Ward,wls WAL,GK,Leicester City,28,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/d3ce0e89/Danny-Ward,d3ce0e89
518,519,Joel Ward,eng ENG,DF,Crystal Palace,31,1989,28,27,2487,27.6,0,0,0,0,0,0,8,0,0.3,0.3,0.5,0.8,27,119,37,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches,https://fbref.com/en/players/8a7ff278/Joel-Ward,8a7ff278
519,520,James Ward-Prowse,eng ENG,MF,Southampton,26,1994,36,36,3215,35.7,10,5,15,6,4,4,3,1,5.4,2.2,6.5,8.7,21,189,42,0.28,0.14,0.42,0.17,0.31,0.15,0.18,0.33,0.06,0.24,Matches,https://fbref.com/en/players/3515d404/James-Ward-Prowse,3515d404
520,521,Ollie Watkins,eng ENG,FW,Aston Villa,25,1995,35,33,2952,32.8,11,2,13,10,1,1,7,0,11.6,11.0,3.4,14.4,74,60,226,0.34,0.06,0.40,0.30,0.37,0.35,0.10,0.46,0.34,0.44,Matches,https://fbref.com/en/players/aed3a70f/Ollie-Watkins,aed3a70f
521,522,Adam Webster,eng ENG,DF,Brighton,26,1995,22,16,1434,15.9,2,0,2,2,0,0,5,0,0.9,0.9,0.0,0.9,19,109,7,0.13,0.00,0.13,0.13,0.13,0.06,0.00,0.06,0.06,0.06,Matches,https://fbref.com/en/players/c40b6180/Adam-Webster,c40b6180
522,523,Wout Weghorst,nl NED,FW,Burnley,28,1992,20,17,1450,16.1,2,3,5,2,0,0,3,0,4.8,4.8,1.5,6.2,7,26,81,0.12,0.19,0.31,0.12,0.31,0.30,0.09,0.39,0.30,0.39,Matches,https://fbref.com/en/players/c4e87b8b/Wout-Weghorst,c4e87b8b
523,524,Danny Welbeck,eng ENG,"FW,MF",Brighton,30,1990,25,15,1478,16.4,6,2,8,6,0,0,0,0,6.6,6.6,1.2,7.8,22,23,105,0.37,0.12,0.49,0.37,0.49,0.40,0.08,0.47,0.40,0.47,Matches,https://fbref.com/en/players/ce5143da/Danny-Welbeck,ce5143da
524,525,Timo Werner,de GER,"FW,MF",Chelsea,25,1996,21,15,1283,14.3,4,1,5,4,0,0,1,0,6.8,6.8,0.3,7.1,46,18,144,0.28,0.07,0.35,0.28,0.35,0.48,0.02,0.50,0.48,0.50,Matches,https://fbref.com/en/players/49fe9070/Timo-Werner,49fe9070
525,526,Ashley Westwood,eng ENG,MF,Burnley,31,1990,27,26,2287,25.4,0,3,3,0,0,0,7,0,0.6,0.6,4.1,4.7,12,130,27,0.00,0.12,0.12,0.00,0.12,0.02,0.16,0.19,0.02,0.19,Matches,https://fbref.com/en/players/495945ef/Ashley-Westwood,495945ef
526,527,Ben White,eng ENG,DF,Arsenal,23,1997,32,32,2880,32.0,0,0,0,0,0,0,3,0,1.0,1.0,1.3,2.3,38,124,4,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.07,0.03,0.07,Matches,https://fbref.com/en/players/35e413f1/Ben-White,35e413f1
527,528,Brandon Williams,eng ENG,DF,Norwich City,20,2000,26,23,2120,23.6,0,1,1,0,0,0,8,0,0.2,0.2,1.9,2.2,57,90,58,0.00,0.04,0.04,0.00,0.04,0.01,0.08,0.09,0.01,0.09,Matches,https://fbref.com/en/players/5e74d6c8/Brandon-Williams,5e74d6c8
528,529,Neco Williams,wls WAL,DF,Liverpool,20,2001,1,0,8,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.7,0.7,1,0,2,0.00,11.25,11.25,0.00,11.25,0.00,7.82,7.82,0.00,7.82,Matches,https://fbref.com/en/players/dd323728/Neco-Williams,dd323728
529,530,Joe Willock,eng ENG,MF,Newcastle Utd,21,1999,29,24,2038,22.6,2,0,2,2,0,0,0,0,3.2,3.2,1.2,4.4,48,58,77,0.09,0.00,0.09,0.09,0.09,0.14,0.05,0.20,0.14,0.20,Matches,https://fbref.com/en/players/a3b03921/Joe-Willock,a3b03921
530,531,Callum Wilson,eng ENG,FW,Newcastle Utd,29,1992,18,16,1386,15.4,8,0,8,6,2,2,4,0,6.2,4.6,0.5,5.1,14,9,52,0.52,0.00,0.52,0.39,0.39,0.40,0.03,0.43,0.30,0.33,Matches,https://fbref.com/en/players/c596fcb0/Callum-Wilson,c596fcb0
531,532,Harry Winks,eng ENG,MF,Tottenham,25,1996,19,9,912,10.1,0,1,1,0,0,0,2,0,0.1,0.1,1.5,1.6,10,73,18,0.00,0.10,0.10,0.00,0.10,0.01,0.15,0.16,0.01,0.16,Matches,https://fbref.com/en/players/2f7acede/Harry-Winks,2f7acede
532,533,Yoane Wissa,cd COD,FW,Brentford,24,1996,30,12,1284,14.3,7,1,8,7,0,0,0,0,3.1,3.1,0.9,4.0,19,29,84,0.49,0.07,0.56,0.49,0.56,0.22,0.06,0.28,0.22,0.28,Matches,https://fbref.com/en/players/2500cef9/Yoane-Wissa,2500cef9
533,534,Chris Wood,nz NZL,FW,Burnley,29,1991,17,17,1367,15.2,3,0,3,3,0,0,1,0,4.2,4.2,0.5,4.7,5,23,69,0.20,0.00,0.20,0.20,0.20,0.28,0.03,0.31,0.28,0.31,Matches,https://fbref.com/en/players/4e9a0555/Chris-Wood,4e9a0555
534,535,Chris Wood,nz NZL,FW,Newcastle Utd,29,1991,17,15,1327,14.7,2,0,2,1,1,1,0,0,3.1,2.3,1.1,3.4,5,18,60,0.14,0.00,0.14,0.07,0.07,0.21,0.07,0.28,0.16,0.23,Matches,https://fbref.com/en/players/4e9a0555/Chris-Wood,4e9a0555
535,536,Freddie Woodman,eng ENG,GK,Newcastle Utd,24,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/19e50035/Freddie-Woodman,19e50035
536,537,Granit Xhaka,ch SUI,"MF,DF",Arsenal,28,1992,27,27,2327,25.9,1,2,3,1,0,0,10,1,1.4,1.4,2.3,3.7,39,230,67,0.04,0.08,0.12,0.04,0.12,0.05,0.09,0.14,0.05,0.14,Matches,https://fbref.com/en/players/e61b8aee/Granit-Xhaka,e61b8aee
537,538,Andriy Yarmolenko,ua UKR,"FW,MF",West Ham,31,1989,19,1,316,3.5,1,0,1,1,0,0,1,0,0.8,0.8,0.3,1.1,12,12,28,0.28,0.00,0.28,0.28,0.28,0.22,0.08,0.30,0.22,0.30,Matches,https://fbref.com/en/players/849c826a/Andriy-Yarmolenko,849c826a
538,539,Ashley Young,eng ENG,"DF,FW",Aston Villa,36,1985,24,10,1250,13.9,0,2,2,0,0,0,2,0,0.4,0.4,1.0,1.4,27,45,57,0.00,0.14,0.14,0.00,0.14,0.03,0.07,0.10,0.03,0.10,Matches,https://fbref.com/en/players/be927d03/Ashley-Young,be927d03
539,540,Nathan Young-Coombes,eng ENG,MF,Brentford,18,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/f9682888/Nathan-Young-Coombes,f9682888
540,541,Wilfried Zaha,ci CIV,FW,Crystal Palace,28,1992,33,31,2760,30.7,14,1,15,9,5,7,6,1,9.5,3.9,5.1,9.0,113,121,265,0.46,0.03,0.49,0.29,0.33,0.31,0.17,0.48,0.13,0.29,Matches,https://fbref.com/en/players/b2bc3b1f/Wilfried-Zaha,b2bc3b1f
541,542,Christoph Zimmermann,de GER,DF,Norwich City,28,1993,3,2,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,https://fbref.com/en/players/2d5f03bf/Christoph-Zimmermann,2d5f03bf
542,543,Oleksandr Zinchenko,ua UKR,DF,Manchester City,24,1996,15,10,1047,11.6,0,4,4,0,0,0,0,0,0.5,0.5,2.7,3.2,32,113,88,0.00,0.34,0.34,0.00,0.34,0.04,0.23,0.27,0.04,0.27,Matches,https://fbref.com/en/players/51cf8561/Oleksandr-Zinchenko,51cf8561
543,544,Hakim Ziyech,ma MAR,"MF,FW",Chelsea,28,1993,23,14,1319,14.7,4,3,7,4,0,0,3,0,3.4,3.4,2.9,6.3,50,88,142,0.27,0.20,0.48,0.27,0.48,0.23,0.20,0.43,0.23,0.43,Matches,https://fbref.com/en/players/6622454d/Hakim-Ziyech,6622454d
544,545,Kurt Zouma,fr FRA,DF,West Ham,26,1994,24,24,2078,23.1,1,0,1,1,0,0,1,0,1.1,1.1,0.1,1.2,11,33,2,0.04,0.00,0.04,0.04,0.04,0.05,0.00,0.05,0.05,0.05,Matches,https://fbref.com/en/players/ce4246f5/Kurt-Zouma,ce4246f5
545,546,Martin Ødegaard,no NOR,"MF,FW",Arsenal,22,1998,36,32,2785,30.9,7,4,11,7,0,0,4,0,4.8,4.8,6.3,11.1,57,224,146,0.23,0.13,0.36,0.23,0.36,0.15,0.20,0.36,0.15,0.36,Matches,https://fbref.com/en/players/79300479/Martin-Odegaard,79300479
