,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Unnamed: 36_level_0,Player Link,Player ID
9,10,Nathan Aké,nl NED,DF,Manchester City,25,1995,10,9,797,8.9,1,0,1,1,0,0,4,0,0.3,0.3,0.0,0.3,12,52,6,0.11,0.00,0.11,0.11,0.11,0.03,0.00,0.03,0.03,0.03,Matches,https://fbref.com/en/players/eaeca114/Nathan-Ake,eaeca114
10,11,Marc Albrighton,eng ENG,"DF,FW",Leicester City,30,1989,31,17,1746,19.4,1,5,6,1,0,0,2,0,1.2,1.2,3.5,4.7,46,84,139,0.05,0.26,0.31,0.05,0.31,0.06,0.18,0.24,0.06,0.24,Matches,https://fbref.com/en/players/b827d5b3/Marc-Albrighton,b827d5b3
11,12,Thiago Alcántara,es ESP,MF,Liverpool,29,1991,24,20,1854,20.6,1,0,1,1,0,0,4,0,1.2,1.2,2.3,3.5,27,203,25,0.05,0.00,0.05,0.05,0.05,0.06,0.11,0.17,0.06,0.17,Matches,https://fbref.com/en/players/77e84962/Thiago-Alcantara,77e84962
12,13,Toby Alderweireld,be BEL,DF,Tottenham,31,1989,25,25,2240,24.9,1,0,1,1,0,0,2,0,0.7,0.7,0.7,1.4,3,59,1,0.04,0.00,0.04,0.04,0.04,0.03,0.03,0.06,0.03,0.06,Matches,https://fbref.com/en/players/f7d50789/Toby-Alderweireld,f7d50789
13,14,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,25,1995,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/8fa8f8d2/Runar-Alex-Runarsson,8fa8f8d2
14,15,Trent Alexander-Arnold,eng ENG,DF,Liverpool,21,1998,36,34,3031,33.7,2,7,9,2,0,0,2,0,2.6,2.6,8.6,11.2,98,251,249,0.06,0.21,0.27,0.06,0.27,0.08,0.26,0.33,0.08,0.33,Matches,https://fbref.com/en/players/cd1acf9d/Trent-Alexander-Arnold,cd1acf9d
15,16,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,28,1992,36,29,2461,27.3,2,3,5,2,0,0,7,0,1.6,1.6,3.3,4.9,77,132,122,0.07,0.11,0.18,0.07,0.18,0.06,0.12,0.18,0.06,0.18,Matches,https://fbref.com/en/players/1a7fcf39/Ezgjan-Alioski,1a7fcf39
16,17,Alisson,br BRA,GK,Liverpool,27,1992,33,33,2970,33.0,1,0,1,1,0,0,1,0,0.1,0.1,0.0,0.1,0,1,0,0.03,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/7a2e46a8/Alisson,7a2e46a8
17,18,Allan,br BRA,MF,Everton,29,1991,24,23,2051,22.8,0,0,0,0,0,0,6,0,0.3,0.3,0.8,1.1,30,92,8,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.05,0.01,0.05,Matches,https://fbref.com/en/players/cc700722/Allan,cc700722
18,19,Dele Alli,eng ENG,MF,Tottenham,24,1996,15,7,620,6.9,0,1,1,0,0,0,0,0,2.0,2.0,1.2,3.3,15,26,30,0.00,0.15,0.15,0.00,0.15,0.30,0.18,0.47,0.30,0.47,Matches,https://fbref.com/en/players/cea4ee8f/Dele-Alli,cea4ee8f
19,20,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,26,1994,34,28,2429,27.0,4,1,5,4,0,0,3,0,3.2,3.2,2.9,6.1,70,90,109,0.15,0.04,0.19,0.15,0.19,0.12,0.11,0.23,0.12,0.23,Matches,https://fbref.com/en/players/862a1c15/Miguel-Almiron,862a1c15
20,21,Marcos Alonso,es ESP,DF,Chelsea,29,1990,13,11,960,10.7,2,0,2,2,0,0,2,0,1.8,1.8,1.3,3.2,24,42,74,0.19,0.00,0.19,0.19,0.19,0.17,0.13,0.30,0.17,0.30,Matches,https://fbref.com/en/players/f4290206/Marcos-Alonso,f4290206
21,22,Steven Alzate,co COL,MF,Brighton,21,1998,15,10,896,10.0,1,0,1,1,0,0,2,0,0.8,0.8,0.6,1.4,16,39,16,0.10,0.00,0.10,0.10,0.10,0.08,0.06,0.14,0.08,0.14,Matches,https://fbref.com/en/players/ad1f61f3/Steven-Alzate,ad1f61f3
22,23,Daniel Amartey,gh GHA,DF,Leicester City,25,1994,12,8,722,8.0,1,0,1,1,0,0,3,0,0.4,0.4,0.0,0.4,4,24,0,0.12,0.00,0.12,0.12,0.12,0.05,0.00,0.05,0.05,0.05,Matches,https://fbref.com/en/players/1a4ef233/Daniel-Amartey,1a4ef233
23,24,Ethan Ampadu,wls WAL,"DF,MF",Sheffield Utd,19,2000,25,23,2089,23.2,0,0,0,0,0,0,3,0,0.3,0.3,1.2,1.5,25,100,23,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.07,0.01,0.07,Matches,https://fbref.com/en/players/10b9fa99/Ethan-Ampadu,10b9fa99
24,25,Joachim Andersen,dk DEN,DF,Fulham,24,1996,31,30,2730,30.3,1,1,2,1,0,0,7,1,1.2,1.2,0.4,1.7,20,95,7,0.03,0.03,0.07,0.03,0.07,0.04,0.01,0.05,0.04,0.05,Matches,https://fbref.com/en/players/e34fc66d/Joachim-Andersen,e34fc66d
25,26,Elliot Anderson,sct SCO,MF,Newcastle Utd,17,2002,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/de31038e/Elliot-Anderson,de31038e
26,27,Felipe Anderson,br BRA,"FW,MF",West Ham,27,1993,2,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/9f1893b9/Felipe-Anderson,9f1893b9
27,28,Michail Antonio,jm JAM,FW,West Ham,30,1990,26,24,1974,21.9,10,5,15,10,0,0,3,0,12.9,12.9,3.0,16.0,59,36,177,0.46,0.23,0.68,0.46,0.68,0.59,0.14,0.73,0.59,0.73,Matches,https://fbref.com/en/players/ac05f970/Michail-Antonio,ac05f970
28,29,Alphonse Areola,fr FRA,GK,Fulham,27,1993,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/2f965a72/Alphonse-Areola,2f965a72
29,30,Stuart Armstrong,sct SCO,MF,Southampton,28,1992,33,32,2764,30.7,4,5,9,4,0,0,3,0,2.7,2.7,2.6,5.3,109,144,118,0.13,0.16,0.29,0.13,0.29,0.09,0.08,0.17,0.09,0.17,Matches,https://fbref.com/en/players/97333cf5/Stuart-Armstrong,97333cf5
30,31,Kepa Arrizabalaga,es ESP,GK,Chelsea,25,1994,7,6,585,6.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/28d596a0/Kepa-Arrizabalaga,28d596a0
31,32,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,31,1989,29,26,2332,25.9,10,3,13,8,2,2,2,0,10.2,8.6,2.4,11.0,65,66,195,0.39,0.12,0.50,0.31,0.42,0.39,0.09,0.48,0.33,0.42,Matches,https://fbref.com/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang,d5dd5f1f
32,33,Serge Aurier,ci CIV,DF,Tottenham,27,1992,19,19,1605,17.8,2,3,5,2,0,0,0,0,1.1,1.1,3.4,4.5,28,59,82,0.11,0.17,0.28,0.11,0.28,0.06,0.19,0.25,0.06,0.25,Matches,https://fbref.com/en/players/5c2b4f07/Serge-Aurier,5c2b4f07
33,34,Charlie Austin,eng ENG,"FW,MF",West Brom,31,1989,5,0,138,1.5,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,3,4,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.29,0.29,0.29,Matches,https://fbref.com/en/players/8d228291/Charlie-Austin,8d228291
34,35,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,28,1991,33,23,2096,23.3,1,3,4,1,0,0,4,0,2.2,2.2,0.7,2.9,58,35,109,0.04,0.13,0.17,0.04,0.17,0.09,0.03,0.13,0.09,0.13,Matches,https://fbref.com/en/players/da052c14/Jordan-Ayew,da052c14
35,36,Luke Ayling,eng ENG,DF,Leeds United,28,1991,38,38,3399,37.8,0,0,0,0,0,0,7,0,1.7,1.7,3.2,4.9,110,224,110,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13,Matches,https://fbref.com/en/players/420d7c7d/Luke-Ayling,420d7c7d
36,37,César Azpilicueta,es ESP,DF,Chelsea,30,1989,26,24,2188,24.3,1,2,3,1,0,0,5,1,0.7,0.7,2.5,3.2,37,135,83,0.04,0.08,0.12,0.04,0.12,0.03,0.10,0.13,0.03,0.13,Matches,https://fbref.com/en/players/53cad200/Cesar-Azpilicueta,53cad200
37,38,Eric Bailly,ci CIV,DF,Manchester Utd,26,1994,12,10,916,10.2,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,6,37,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches,https://fbref.com/en/players/a1232f4e/Eric-Bailly,a1232f4e
38,39,Fabián Balbuena,py PAR,DF,West Ham,28,1991,14,13,1198,13.3,1,0,1,1,0,0,1,1,0.7,0.7,0.0,0.7,3,30,2,0.08,0.00,0.08,0.08,0.08,0.05,0.00,0.05,0.05,0.05,Matches,https://fbref.com/en/players/3626f7d9/Fabian-Balbuena,3626f7d9
39,40,George Baldock,gr GRE,DF,Sheffield Utd,27,1993,32,32,2787,31.0,0,2,2,0,0,0,7,0,1.2,1.2,2.9,4.0,68,75,140,0.00,0.06,0.06,0.00,0.06,0.04,0.09,0.13,0.04,0.13,Matches,https://fbref.com/en/players/394854c4/George-Baldock,394854c4
40,41,Gareth Bale,wls WAL,FW,Tottenham,31,1989,20,10,920,10.2,11,2,13,11,0,0,1,0,5.8,5.8,1.8,7.6,31,43,85,1.08,0.20,1.27,1.08,1.27,0.57,0.18,0.74,0.57,0.74,Matches,https://fbref.com/en/players/a58bb1e1/Gareth-Bale,a58bb1e1
41,42,Patrick Bamford,eng ENG,FW,Leeds United,26,1993,38,37,3050,33.9,17,7,24,15,2,2,3,0,18.2,16.6,3.5,20.2,32,31,167,0.50,0.21,0.71,0.44,0.65,0.54,0.10,0.64,0.49,0.60,Matches,https://fbref.com/en/players/93feac6e/Patrick-Bamford,93feac6e
42,43,Phil Bardsley,sct SCO,DF,Burnley,35,1985,4,3,274,3.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,4,10,6,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Matches,https://fbref.com/en/players/1ae30132/Phil-Bardsley,1ae30132
43,44,Ross Barkley,eng ENG,MF,Aston Villa,26,1993,24,18,1531,17.0,3,1,4,3,0,0,0,0,3.1,3.1,4.2,7.3,40,88,73,0.18,0.06,0.24,0.18,0.24,0.18,0.24,0.43,0.18,0.43,Matches,https://fbref.com/en/players/3a24769f/Ross-Barkley,3a24769f
44,45,Ross Barkley,eng ENG,"FW,MF",Chelsea,26,1993,2,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,2,1,0.00,0.00,0.00,0.00,0.00,0.05,0.19,0.24,0.05,0.24,Matches,https://fbref.com/en/players/3a24769f/Ross-Barkley,3a24769f
45,46,Ashley Barnes,eng ENG,FW,Burnley,30,1989,22,15,1331,14.8,3,0,3,2,1,1,4,0,4.1,3.3,0.8,4.1,8,20,79,0.20,0.00,0.20,0.14,0.14,0.27,0.05,0.33,0.22,0.27,Matches,https://fbref.com/en/players/2691c772/Ashley-Barnes,2691c772
46,47,Harvey Barnes,eng ENG,"FW,MF",Leicester City,22,1997,25,22,1945,21.6,9,4,13,9,0,0,0,0,5.9,5.9,1.6,7.5,105,56,163,0.42,0.19,0.60,0.42,0.60,0.27,0.07,0.35,0.27,0.35,Matches,https://fbref.com/en/players/3ea50f67/Harvey-Barnes,3ea50f67
47,48,Kyle Bartley,eng ENG,DF,West Brom,29,1991,30,28,2584,28.7,3,1,4,3,0,0,4,0,2.5,2.5,1.4,3.9,2,44,3,0.10,0.03,0.14,0.10,0.14,0.09,0.05,0.14,0.09,0.14,Matches,https://fbref.com/en/players/18e96f64/Kyle-Bartley,18e96f64
48,49,Chris Basham,eng ENG,"DF,MF",Sheffield Utd,32,1988,31,31,2576,28.6,0,1,1,0,0,0,5,0,0.7,0.7,0.9,1.6,38,82,48,0.00,0.03,0.03,0.00,0.03,0.03,0.03,0.06,0.03,0.06,Matches,https://fbref.com/en/players/1aa84968/Chris-Basham,1aa84968
49,50,Michy Batshuayi,be BEL,FW,Crystal Palace,26,1993,18,7,728,8.1,2,1,3,2,0,0,0,0,1.6,1.6,1.6,3.2,16,13,44,0.25,0.12,0.37,0.25,0.37,0.19,0.20,0.40,0.19,0.40,Matches,https://fbref.com/en/players/2973d8ff/Michy-Batshuayi,2973d8ff
50,51,Jan Bednarek,pl POL,DF,Southampton,24,1996,36,36,3100,34.4,1,1,2,1,0,0,5,1,0.7,0.7,0.6,1.3,13,76,3,0.03,0.03,0.06,0.03,0.06,0.02,0.02,0.04,0.02,0.04,Matches,https://fbref.com/en/players/4115ce4e/Jan-Bednarek,4115ce4e
51,52,Donny van de Beek,nl NED,"MF,FW",Manchester Utd,23,1997,19,4,524,5.8,1,1,2,1,0,0,1,0,0.4,0.4,0.9,1.3,7,16,39,0.17,0.17,0.34,0.17,0.34,0.06,0.16,0.22,0.06,0.22,Matches,https://fbref.com/en/players/50dc94ce/Donny-van-de-Beek,50dc94ce
52,53,Héctor Bellerín,es ESP,"DF,MF",Arsenal,25,1995,25,24,2089,23.2,1,2,3,1,0,0,8,0,0.8,0.8,2.4,3.2,46,108,142,0.04,0.09,0.13,0.04,0.13,0.03,0.10,0.14,0.03,0.14,Matches,https://fbref.com/en/players/f874dd44/Hector-Bellerin,f874dd44
53,54,Saïd Benrahma,dz ALG,"FW,MF",West Ham,24,1995,30,14,1391,15.5,1,6,7,1,0,0,0,0,2.6,2.6,4.1,6.7,63,60,107,0.06,0.39,0.45,0.06,0.45,0.17,0.26,0.43,0.17,0.43,Matches,https://fbref.com/en/players/5a04fd92/Said-Benrahma,5a04fd92
54,55,Josh Benson,eng ENG,MF,Burnley,20,1999,6,2,264,2.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,6,8,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches,https://fbref.com/en/players/bf3aeb61/Josh-Benson,bf3aeb61
55,56,Christian Benteke,be BEL,FW,Crystal Palace,29,1990,30,21,1816,20.2,10,1,11,10,0,0,3,1,8.3,8.3,0.9,9.1,14,36,124,0.50,0.05,0.55,0.50,0.55,0.41,0.04,0.45,0.41,0.45,Matches,https://fbref.com/en/players/ab070c55/Christian-Benteke,ab070c55
56,57,Gaetano Berardi,ch SUI,DF,Leeds United,31,1988,2,1,113,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches,https://fbref.com/en/players/5348aada/Gaetano-Berardi,5348aada
57,58,Jóhann Berg Guðmundsson,is ISL,MF,Burnley,29,1990,22,16,1363,15.1,2,0,2,2,0,0,2,0,1.2,1.2,0.5,1.7,25,31,74,0.13,0.00,0.13,0.13,0.13,0.08,0.03,0.11,0.08,0.11,Matches,https://fbref.com/en/players/f72293fc/Johann-Berg-Gudmundsson,f72293fc
58,59,Sander Berge,no NOR,MF,Sheffield Utd,22,1998,15,13,1120,12.4,1,1,2,0,1,1,4,0,1.2,0.4,1.1,1.6,39,39,33,0.08,0.08,0.16,0.00,0.08,0.10,0.09,0.19,0.04,0.13,Matches,https://fbref.com/en/players/d0b6129f/Sander-Berge,d0b6129f
59,60,Steven Bergwijn,nl NED,"FW,MF",Tottenham,22,1997,21,13,1208,13.4,1,3,4,1,0,0,3,0,2.0,2.0,0.9,2.9,32,25,83,0.07,0.22,0.30,0.07,0.30,0.15,0.06,0.21,0.15,0.21,Matches,https://fbref.com/en/players/a29b1131/Steven-Bergwijn,a29b1131
60,61,Bernard,br BRA,"MF,FW",Everton,27,1992,12,3,455,5.1,1,0,1,1,0,0,2,0,0.3,0.3,0.6,0.8,13,37,42,0.20,0.00,0.20,0.20,0.20,0.05,0.11,0.16,0.05,0.16,Matches,https://fbref.com/en/players/ab4b3e35/Bernard,ab4b3e35
61,62,Bernardo,br BRA,"DF,MF",Brighton,25,1995,3,2,206,2.3,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,2,9,15,0.00,0.00,0.00,0.00,0.00,0.16,0.06,0.22,0.16,0.22,Matches,https://fbref.com/en/players/17370b95/Bernardo,17370b95
62,63,Ryan Bertrand,eng ENG,DF,Southampton,30,1989,29,29,2598,28.9,0,1,1,0,0,0,5,0,0.4,0.4,1.3,1.6,46,101,120,0.00,0.03,0.03,0.00,0.03,0.01,0.04,0.06,0.01,0.06,Matches,https://fbref.com/en/players/01226327/Ryan-Bertrand,01226327
63,64,Yves Bissouma,ml MLI,MF,Brighton,23,1996,36,35,3111,34.6,1,0,1,1,0,0,8,1,1.4,1.4,0.9,2.3,55,146,26,0.03,0.00,0.03,0.03,0.03,0.04,0.03,0.07,0.04,0.07,Matches,https://fbref.com/en/players/6c203af0/Yves-Bissouma,6c203af0
64,65,Jayden Bogle,eng ENG,"DF,MF",Sheffield Utd,20,2000,16,12,1110,12.3,2,0,2,2,0,0,2,0,1.9,1.9,0.2,2.2,11,24,61,0.16,0.00,0.16,0.16,0.16,0.16,0.02,0.17,0.16,0.17,Matches,https://fbref.com/en/players/ae5019e6/Jayden-Bogle,ae5019e6
65,66,Willy Boly,ci CIV,DF,Wolves,29,1991,21,21,1879,20.9,1,1,2,1,0,0,2,0,1.1,1.1,0.3,1.4,5,44,1,0.05,0.05,0.10,0.05,0.10,0.05,0.01,0.06,0.05,0.06,Matches,https://fbref.com/en/players/a4ac4b8f/Willy-Boly,a4ac4b8f
66,67,Jarrod Bowen,eng ENG,"FW,MF",West Ham,23,1996,38,30,2562,28.5,8,5,13,8,0,0,0,0,7.1,7.1,5.0,12.0,83,44,165,0.28,0.18,0.46,0.28,0.46,0.25,0.17,0.42,0.25,0.42,Matches,https://fbref.com/en/players/79c84d1c/Jarrod-Bowen,79c84d1c
67,68,Robbie Brady,ie IRL,MF,Burnley,28,1992,19,12,1052,11.7,1,1,2,1,0,0,3,0,0.8,0.8,0.9,1.7,14,26,40,0.09,0.09,0.17,0.09,0.17,0.07,0.08,0.15,0.07,0.15,Matches,https://fbref.com/en/players/96bb8cc2/Robbie-Brady,96bb8cc2
68,69,Rhian Brewster,eng ENG,"FW,MF",Sheffield Utd,20,2000,27,12,1128,12.5,0,0,0,0,0,0,1,0,1.8,1.8,1.6,3.4,11,20,48,0.00,0.00,0.00,0.00,0.00,0.14,0.13,0.27,0.14,0.27,Matches,https://fbref.com/en/players/30e81a88/Rhian-Brewster,30e81a88
69,70,Nathan Broadhead,wls WAL,FW,Everton,22,1998,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/43309491/Nathan-Broadhead,43309491
70,71,Josh Brownhill,eng ENG,MF,Burnley,24,1995,33,32,2813,31.3,0,1,1,0,0,0,2,0,1.9,1.9,0.7,2.6,22,83,69,0.00,0.03,0.03,0.00,0.03,0.06,0.02,0.08,0.06,0.08,Matches,https://fbref.com/en/players/47369df8/Josh-Brownhill,47369df8
71,72,Joe Bryan,eng ENG,"DF,MF",Fulham,26,1993,16,7,669,7.4,1,0,1,1,0,0,2,0,0.6,0.6,0.3,0.9,13,31,33,0.13,0.00,0.13,0.13,0.13,0.07,0.04,0.12,0.07,0.12,Matches,https://fbref.com/en/players/af69e7f0/Joe-Bryan,af69e7f0
72,73,Kean Bryan,eng ENG,DF,Sheffield Utd,23,1996,13,12,1004,11.2,1,0,1,1,0,0,1,0,0.9,0.9,0.6,1.5,7,22,18,0.09,0.00,0.09,0.09,0.09,0.08,0.05,0.14,0.08,0.14,Matches,https://fbref.com/en/players/c684d3c9/Kean-Bryan,c684d3c9
73,74,Oliver Burke,sct SCO,FW,Sheffield Utd,23,1997,25,14,1269,14.1,1,1,2,1,0,0,2,0,2.1,2.1,2.2,4.3,30,19,108,0.07,0.07,0.14,0.07,0.14,0.15,0.16,0.31,0.15,0.31,Matches,https://fbref.com/en/players/f631c17f/Oliver-Burke,f631c17f
74,75,Dan Burn,eng ENG,DF,Brighton,28,1992,27,23,2061,22.9,1,0,1,1,0,0,5,0,1.5,1.5,0.8,2.3,34,87,73,0.04,0.00,0.04,0.04,0.04,0.07,0.04,0.10,0.07,0.10,Matches,https://fbref.com/en/players/b2d31e83/Dan-Burn,b2d31e83
75,76,Jack Butland,eng ENG,GK,Crystal Palace,27,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/cc70a1d5/Jack-Butland,cc70a1d5
76,77,David Button,eng ENG,GK,West Brom,31,1989,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/e608ed4c/David-Button,e608ed4c
77,78,Oskar Buur,dk DEN,DF,Wolves,22,1998,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/aa6f2f2c/Oskar-Buur,aa6f2f2c
78,79,Willy Caballero,ar ARG,GK,Chelsea,38,1981,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,https://fbref.com/en/players/a179d516/Willy-Caballero,a179d516
79,80,Gary Cahill,eng ENG,DF,Crystal Palace,34,1985,20,20,1800,20.0,1,1,2,1,0,0,3,0,0.7,0.7,0.6,1.4,3,46,0,0.05,0.05,0.10,0.05,0.10,0.04,0.03,0.07,0.04,0.07,Matches,https://fbref.com/en/players/7914b9fe/Gary-Cahill,7914b9fe
80,81,Tom Cairney,sct SCO,MF,Fulham,29,1991,10,9,759,8.4,1,1,2,1,0,0,2,0,0.5,0.5,1.1,1.6,22,72,25,0.12,0.12,0.24,0.12,0.24,0.06,0.13,0.19,0.06,0.19,Matches,https://fbref.com/en/players/a8748947/Tom-Cairney,a8748947
81,82,Dominic Calvert-Lewin,eng ENG,FW,Everton,23,1997,33,32,2871,31.9,16,0,16,16,0,0,3,0,16.3,16.3,2.0,18.3,36,46,160,0.50,0.00,0.50,0.50,0.50,0.51,0.06,0.57,0.51,0.57,Matches,https://fbref.com/en/players/59e6e5bf/Dominic-Calvert-Lewin,59e6e5bf
